Epoch,Train Loss,Validation Loss,MAE,RMSE,R2,SMAPE,Spearman Corr,Max Error,Learning Rate
40,0.09823333797925259,0.613622573181823,0.6108879145685133,0.7833406447484181,0.3328184485435486,109.6182107925415,0.6060954618477412,2.7939138,3.597635575371281e-05
41,0.08984927523116511,0.6186922330122727,0.6115668271924113,0.7865699205345522,0.32730633020401,108.87362957000732,0.6069948002203165,2.8290997,2.9551959340945376e-05
42,0.0850940110339782,0.6306540081134209,0.621117868397262,0.7941372774998519,0.31430041790008545,110.51452159881592,0.61300213085676,2.8692546,2.3716809624614324e-05
43,0.07928504507771962,0.6433760926618681,0.6229156854388478,0.8021072730414297,0.300467848777771,108.26581716537476,0.6106477612181789,2.8890076,1.849933486759045e-05
44,0.08101221425080535,0.6351643354028136,0.620841971727518,0.7969719718251592,0.3093964457511902,108.67552757263184,0.6123198719638744,2.9026148,1.392495408243119e-05
45,0.07811133498090814,0.6210505505839546,0.6127483703277923,0.7880676060034116,0.32474207878112793,107.59375095367432,0.6107357905142268,2.8762634,1.001595319250671e-05
46,0.07523231191149658,0.6374794443230053,0.6222926458159646,0.7984230960224218,0.30687928199768066,109.02137756347656,0.6135782704969572,2.9349005,6.79137645722136e-06
47,0.06920126125903475,0.6271565018119393,0.6159604009691175,0.7919321303788951,0.31810319423675537,108.45881700515747,0.611775453444829,2.9132426,4.2669336902960505e-06
48,0.06971062680565303,0.6272447687583965,0.6150686943924034,0.7919878564077992,0.318007230758667,108.4628701210022,0.6111551717625472,2.9131727,2.454923723135248e-06
49,0.06923009198400244,0.624963621713303,0.6138967494388203,0.7905464078043084,0.32048743963241577,108.4507703781128,0.6110498168742237,2.9043238,1.3641744861562826e-06
50,0.07035945586524862,0.6288256135615674,0.6160158162588601,0.7929852598907591,0.3162883520126343,108.50311517715454,0.6107006934504624,2.9134521,1e-06
